"ÁºñÂè∑;""‰ΩçÂè∑"";""Â∞ÅË£Ö"";""Êï∞Èáè"";""ÂêçÁß∞"";""‰æõÂ∫îÂïÜÁºñÂè?;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1;""S36",S19,S35,S13,S2,S49,S25,S26,S31,S44,S45,S34,S37,S46,S20,S9,S33,S39,S38,S5,S8,S40,S30,S21,S12,S11,S18,S50,S43,S51,S52,S48,S22,S4,S10,S41,S47,S3,S16,S7,S23,S53,S27,S6,S24,S1,S32,"S17"";""SW_Hotswap_Kailh_MX_1.00u"";48;""MX1A"";;;",,,,,,,,,,,,,,
"2;""S28"";""SW_Hotswap_Kailh_MX_ISOEnter"";1;""MX1A"";;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3;""S54"";""SW_Hotswap_Kailh_MX_2.75u"";1;""MX1A"";;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4;""S29"";""SW_Hotswap_Kailh_MX_1.75u"";1;""MX1A"";;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5;""S55",S62,S59,S60,S56,S42,S61,"S57"";""SW_Hotswap_Kailh_MX_1.25u"";8;""MX1A"";;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6;""S15"";""SW_Hotswap_Kailh_MX_1.50u"";1;""MX1A"";;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7;""S14"";""SW_Hotswap_Kailh_MX_2.00u"";1;""MX1A"";;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8;""S58"";""SW_Hotswap_Kailh_MX_6.25u"";1;""MX1A"";;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9;""D42",D38,D18,D55,D23,D53,D50,D57,D15,D8,D19,D21,D40,D36,D52,D16,D28,D58,D59,D48,D49,D35,D43,D45,D10,D37,D56,D44,D6,D30,D12,D32,D25,D20,D39,D3,D22,D60,D61,D1,D62,D26,D17,D4,D51,D47,D5,D46,D29,D2,D34,D14,D41,D7,D13,D9,D31,D33,D11,D24,D54,"D27"";""D_0805_2012Metric_Pad1.15x1.40mm_HandSolder"";62;""DIODE"";;;"
"10;""C7",C13,C11,C14,C15,C6,C16,C12,C5,"C9"";""C_0402_1005Metric"";10;""100n"";;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11;""R3","R4"";""R_0402_1005Metric"";2;""27.4"";;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12;""C3","C2"";""C_0402_1005Metric"";2;""15p"";;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13;""U3"";""QFN-56-1EP_7x7mm_P0.4mm_EP3.2x3.2mm"";1;""RP2040"";;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14;""J2"";""PinHeader_1x02_P1.00mm_Vertical"";1;""Conn_01x02"";;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15;""C10","C8"";""C_0402_1005Metric"";2;""1u"";;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16;""U1"";""SOT-223"";1;""NCP1117-3.3_SOT223"";;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17;""R5","R1"";""R_0402_1005Metric"";2;""1k"";;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18;""C4","C1"";""C_0402_1005Metric"";2;""10u"";;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19;""U2"";""SOIC-8_5.23x5.23mm_P1.27mm"";1;""W25Q128JVS"";;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20;""Y1"";""Crystal_SMD_3225-4Pin_3.2x2.5mm"";1;""Crystal_GND24"";;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21;""R2"";""R_0402_1005Metric"";1;""DNF"";;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"22;""J3"";""Molex_200528-0040_1x04-1MP_P1.00mm_Horizontal"";1;""Conn_01x04"";;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
